titulo;url;materiais;receita;origem
Free Owl Crochet Pattern;https://www.mariskavos.nl/free-owl-crochet-pattern;"Materials:
These are the materials that I used for this owl. You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini owl Amigurumi keychain you can just use a thicker or thinner yarn/crochet hook. Check the materials page on my website if you need help in choosing the right yarn for amigurumi patterns.";"Crochet a very cute owl with this free owl crochet pattern. You can crochet this mini amigurumi with any yarn that you like, make sure to use the smallest crochet hook (or smaller) recommended on the label of the yarn.

Size owl that I made with sport weight cotton yarn: 5 cm / 2 inch.
Size big owl made from Chenille yarn: 11 cm / 4 inch.
Check out my basic stitches tutorial if you are a beginner. The tutorial has a lot of videos included.
It will explain you everything you need to know on how to make a cute Amigurumi animals.
This is the full YouTube video on how to crochet every step of this owl Amigurumi:
Cotton Sport Weight version 5 cm / 2 inch:
– Blue Yarn and Colors Must have: 64 or catania cotton color – 146
– Light Blue Yarn and Colors Must have: 74 or catania cotton color – 432
– Dark Pink Yarn and Colors Must have: 35 or catania cotton color – 114
– Pink Yarn and Colors Must have: 48 – Pastel Pink or catania cotton color – 222
– Synthetic Poly filling
– 1 pair safety eyes: 7 mm
Chenille Super Bulky plush version 11 cm / 4 inch:
– Blue Chenille yarn
– Light Blue Chenille yarn
– Dark Pink Chenille yarn
– Pink Chenille yarn
– Synthetic Poly filling
– 1 pair safety eyes: 11 mm
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm 4/0 for the cotton or 5.0 mm H for Chenille yarn
Abbreviations used in this pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Eye white 2x:
Body:
First make two ears:
Video on how to make the ears: https://youtu.be/7ENEy3PrH
First Ear:
Second Ear:
Wing 2x:
Now your owl is done!";Mariskavos
Free Stingray Crochet Pattern;https://www.mariskavos.nl/free-stingray-crochet-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the stingray amigurumi using this free crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.;"This adorable Amigurumi is an easy beginner friendly free stingray crochet pattern. There is not much sewing required to create this cute stingray. Including a full YouTube video tutorial, which makes it perfect for beginners that want to learn how to crochet a cute mini stingray.
If you love to crochet sea animals, please check out all other animals crochet patterns on my blog as well. there are so many to choose from, most of them have a video as well.
I made the small keychain size version from sport weight cotton yarn. However, you can also crochet the stingray from bigger yarn. For example, the big stingray has been made with plush chenille yarn which makes your mini Amigurumi much bigger and very huggable.
Basic Stitches Tutorial:
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional video tutorials. It covers everything you need to know to make your very own adorable Amigurumi.
Video:
This is the full video tutorial on YouTube on how to crochet every step of this stingray Amigurumi:
Cotton Sport Weight version 12 cm / 5 inch:
– Blue cotton Yarn and Colors Must Have color: 120
– Light Blue Yarn and Colors Must Have color: 073
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– Safety eyes 7 mm

Chenille Super Bulky version 24 cm / 10 inch:
– Blue Chenille yarn
– Light Blue Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm
– Safety eyes 15 mm
Search for a similar chenille yarn you can buy near you on YARNSUB
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Bulky Velvet yarn I recommend a 3.5 mm crochet hook.
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
Abbreviations used in this pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
hdc: half double crochet
dc: double crochet
sl st: slip stitch
dec: decrease
inc: increase
Body:
Now your ray Amigurumi is done, I hope your enjoyed this free stingray crochet pattern. There are many more cute sea animal plush patterns on my blog, like this adorable octopus pattern on the photo below.";Mariskavos
Free Elephant Crochet Pattern;https://www.mariskavos.nl/free-elephant-crochet-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the elephant using this free amigurumi pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Crochet a very cute elephant amigurumi keychain with this free elephant crochet pattern. This is an easy small beginner crochet project that you can make in about two hours. It is a great pattern for left over yarn. I love making mini amigurumi because they just take a little bit of time to create. As a result, you will have such a cute gift.
This is an almost no sew amigurumi pattern. The only thing you have to sew on are the feet.
I made the small keychain size version from sport weight cotton yarn. However, you can also crochet the elephant from bigger yarn. For example, plush chenille yarn will make your mini Amigurumi bigger and very huggable.
Basic Stitches Tutorial:
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi.
Video:
I also have made a full video on YouTube on how to crochet every step of this elephant Amigurumi:
Cotton Sport Weight version 7 cm / 3 inch:
– Pink catania cotton color – 222
– Red catania cotton color – 115
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– Safety eyes 6 mm
Velvet Bulky version 11 cm / 4 inch:
– Pink bulky Velvet yarn
– Red bulky Velvet yarn
– Synthetic Poly Filling
– Crochet hook size 3.5 mm
– Safety eyes 9 mm

Chenille Super Bulky version 16 cm / 6 inch:
– Pink Chenille yarn
– Red Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm
– Safety eyes 12 mm
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
Abbreviations used in this pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
hdc: half double crochet
dc: double crochet
sl st: slip stitch
dec: decrease
inc: increase
Ear 2x:
Body:
Legs 4x:
Mini heart:
Video on how to crochet the small heart (crocheted in cotton and chenille yarn) https://youtu.be/ipZlLr6ozGc
Mini star:
Video on how to crochet the small star (crocheted in cotton and chenille yarn) : https://youtu.be/FeU09Re-Zvs
Now you small elephant is done! I hope you enjoyed this free elephant crochet pattern. Crochet many more mini Amigurumi with the DIY Fluffies free amigurumi patterns.";Mariskavos
Free Bee Crochet Pattern;https://www.mariskavos.nl/free-bee-crochet-pattern;"Here are the materials that I used to create this bee, but feel free to replace them with other materials of your choice. Additionally, if you wish to crochet a larger or smaller version of this bee amigurumi, simply adjust the size by using a thicker or thinner yarn and crochet hook.
Don’t be afraid to customize and experiment with different materials to achieve the perfect result for your unique project!
Check the materials page on my website if you need help in choosing the right materials.";"Unleash your creativity and dive into the world of crochet with this awesome free bee crochet pattern. It’s perfect for beginners, with a super easy-to-follow Bee Amigurumi pattern and a full video tutorial. Plus, you’ll be amazed that you can finish this project in just two hours!
You have the freedom to use any yarn you prefer to bring this cute little creature to life. Get started on your buzzing adventure today and craft a bumble bee that will bring a smile to everyone’s face!
I made a small keychain mini bee from sport weight cotton yarn, while for a larger version, I used Chenille Super Bulky plush yarn. By experimenting with different yarn types, you can create bees of various sizes and textures.

A little Story about Buzzy the Bee:
Buzzy the bee adores flowers and has a mischievous sense of humor. He tickles petals, making them giggle with delight. Buzzy loves to play pranks, buzzing around in circles, leaving other insects bewildered. With a wink and a buzz, he spreads laughter in the meadow, making even the saddest days happier.
Basic Stitches Tutorial:
If you’re a beginner, be sure to check out my basic stitches tutorial This comprehensive crochet tutorial includes a wide range of helpful videos that will guide you through each step. It will explain everything you need to know about creating a cute Amigurumi.

This is the full video on YouTube on how to crochet every step of this cute bee Amigurumi:
Mini Buzzy the Bee 10 cm / 4 inch:
Yelllow cotton – catania color: 208
Black Cotton – catania color: 110
White Cotton – catania color: 105
Synthetic Poly Filling
1 pair black safety eyes: 8 mm

Big Bee Plush Chenille Super Bulky version 21 cm / 8 inch:
Yellow Chenille yarn
Black Chenille yarn
White Chenille yarn
Synthetic Poly Filling
1 pair black safety eyes: 18 mm

TIP Chenille/Velvet or other similar plush yarn: While crocheting the head of the bee, you might notice that it appears a bit too oval in shape. However, there’s no need to worry! Once you add the stuffing, the head will naturally take on its desired form and look perfect.
Supplies:
Scissors
Tapestry needles with blunt point, nr. 16
Pins
Crochet hook size 2.5 mm 4/0 for the cotton or 5.0 mm for Chenille yarn
If you are using Blanket yarn, I recommend a 8.0 mm crochet hook.
Abbreviations used in this pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Body:
To create a vibrant effect, the body of the bee will be crocheted in different colors. That’s why it’s important to change yarn during the process. To learn the easy way to do this, read my tips about how to color change.
Antenna 2x:";Mariskavos
Free Pug Crochet Pattern;https://www.mariskavos.nl/free-pug-crochet-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the dog using this free pug amigurumi pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Create a very cute gift for father’s day with this free pug crochet pattern, a very cool dog Amigurumi. This is an easy crochet pattern, which only requires a few basic crochet stitches to make. This pug pattern has step by step photo’s included to help you creating this cute dog.
This is a large Amigurumi pattern which I made from sport weight cotton yarn. You can use any yarn to create Mr. Pug, if you use bulky yarn, Mr. Pug will be huge!
On my blog you can find many more Amigurumi patterns. I also have small dog patterns if you don’t have much time and want to make a quick gift.
Basic Stitches Tutorial:
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi.
Cotton Sport Weight version 17 cm / 6 inch:
– Beige Yarn and Colors Must Have color: 111
– Black Yarn and Colors Must Have color: 100
– Brown Yarn and Colors Must Have color: 028
– White Yarn and Colors Must Have color: 001
– Grey Yarn and Colors Must Have color: 098
– Red Yarn and Colors Must Have color: 032
– Synthetic Poly Filling
– Safety eyes 1 pair: 13 mm

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Bulky Velvet yarn I recommend a 3.5 mm crochet hook.
Abbreviations used in this cute pug crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Snout:
Nose:
Eyes spot 2x:
Head:
Ears 2x:
Tie:
Body (first make two legs)
Body:
Arms 2x:
Tail:
Now Mr. Pug is done, I hope you enjoyed this free dog crochet pattern. A great gift for father’s day.
There are many more cute Amigurumi patterns one my blog!";Mariskavos
Free Carrot Crochet Pattern;https://www.mariskavos.nl/free-carrot-crochet-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of this toy plushie using this free carrot amigurumi crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Crochet a cute vegetable keychain or plushie with this free carrot crochet pattern, an easy no sew Amigurumi toy pattern for beginners, including a detailed full video tutorial. Use any yarn to create this carrot, use thin yarn and a small crochet hook to create a small mini carrot or thicker yarn with a larger crochet hook to create a big carrot.
The pattern is great for leftover yarn. If you are a beginner, the full video tutorial that is included with this pattern might be very helpfull when creating this carrot. This is a no sew pattern, So no sewing is required, which make it a very fast to make carrot.
Large plush carrot (3 inch/8 cm): use super bulky chenille yarn & 5 mm (H/8) crochet hook.
Small keychain-sized carrot (8 inch/20 cm): use sport-weight yarn & 2.5 mm (B/1) crochet hook.
Both versions are made with the exact same pattern below, just change your yarn and hook size to get the size you want.
Table of contents
I also have made a full video on YouTube on how to crochet every step of this small carrot keychain Amigurumi.
PDF Pattern without ads:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi Carrot vegetable plushie.
Cotton Sport Weight version 3 inch / 8cm:
– Yarn and Colors Must Have Orange cotton color: 106
– Yarn and Colors Must Have Green cotton color: 123
– Yarn and Colors Must Have Black cotton color: 100
– Synthetic Poly Filling
– Crochet hook size B/1 (2.5 mm)

Chenille Super Bulky version 8 inch / 20cm:
– Orange Green and Black Chenille yarn
– Synthetic Poly Filling
– Crochet hook size H/8 (5.0 mm)

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a L/11 (8 mm) crochet hook.
Abbreviations (U.S Terms) used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
ch: chain stitch
TIP: Before starting this free carrot crochet pattern, beginners should remember that there is a full video tutorial on how to create this vegetable keychain plushie Amigurumi:
Carrot:
Now your carrot is done! If you want to turn this carrot into a keychain, attach a keychain with a jumpring to the top of the carrot.
If you like you can now crochet the other fruit and vegetables or any other Amigurumi from my blog, I have made many patterns!";Mariskavos
Free Chick Crochet Pattern;https://www.mariskavos.nl/free-chick-crochet-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of this toy plushie using this free Chick Keychain amigurumi crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Learn how to crochet a very cute mini Chick Keychain Amigurumi for easter with this almost no sew easy free chick crochet pattern. This chick takes less than one hour to crochet.
This pattern is perfect for beginners that want to learn how to crochet cute Amigurumi stuffed animals. It has a full video included to help you with every step in creating this cute chick for easter.
You might have noticed there is another similar chick pattern on this blog, that one is much bigger then this keychain sized chick. I thought it would be nice to have one that I could use as a keychain, or hang on a car rear mirror.
This is an almost no sew crochet pattern, the only part that you need to sew on are the little feet.
This chick pattern is suitable for any yarn:
You can use any yarn to create this cute chick, because it is so small it is great pattern for leftover yarn.
Size finished mini chick when made for Sport Weight Cotton yarn: 4 cm / 2 inch
Size finished mini chick when made for DK Chenille yarn: 6 cm / 3 inch
Size finished mini chick when made for Super Bulky Chenille yarn: 8 cm / 4 inch
PDF Pattern:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
Basic Stitches Tutorial:
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi stuffed animal.
Video:
I also have made a full video on YouTube on how to crochet every step of this mini chick easter keychain Amigurumi:
Cotton Sport Weight version 4 cm / 2 inch:
– Yarn and Colors Must Have Yellow cotton color: 014
– Yarn and Colors Must Have Dark Orange cotton color: 281
– Yarn and Colors Must Have Black cotton color: 100
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
Chenille DK version 6 cm / 3 inch:
– Scheepjes Little Darling Yellow, Orange en black Chenille DK yarn
– Synthetic Poly Filling
– Crochet hook size 3.5 mm

Chenille Super Bulky version 8 cm / 4 inch:
– Yellow, Orange en black Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8 mm crochet hook.
Abbreviations used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
TIP: Before starting this Chick plushie crochet pattern for easter, beginners should remember that there is a full video tutorial on how to make this mini Chick keychain Amigurumi: https://youtu.be/Uk6sD3MJLWI
Wing 2x:
Body:
Foot 2x:
Now your cute chick Amigurumi is done! I hope you enjoyed this free chick crochet pattern, there are many more free animal patterns for easter on my blog.
Like this bigger chick pattern that has also a full video tutorial included.";Mariskavos
Free Eggplant Crochet Pattern;https://www.mariskavos.nl/category/free-amigurumi-patterns;;Crochet a cute eggplant Amigurumi keychain or plushie with this easy free Eggplant crochet pattern for beginners, including step by step video tutorial. If you like making mini food Amigurumi,…;Mariskavos
Free Bat Crochet Pattern;https://www.mariskavos.nl/free-bat-crochet-pattern;"These are the materials that I used for this bat. You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini bat keychain Amigurumi you can just use a thicker or thinner yarn/crochet hook
Check the materials page on my website if you need help in choosing the right materials.

Cotton Sport Weight version 3 inch / 8 cm:
– Purple Yarn and Colors Must have: 52 – Orchid or catania cotton color – 226
– Dark Purple Yarn and Colors Must have: 54 – Grape or catania cotton color – 113
– Pink Yarn and Colors Must have: 48 – Pastel Pink or catania cotton color – 222
– Black Yarn and Colors Must have: 100 – Black or catania cotton color – 110
– Synthetic Poly filling
– Crochet hook size B/1 (2.5 mm)";"Crochet a very cute bat with this free bat crochet pattern. You can crochet him with any yarn that you like, make sure to use the smallest crochet hook (or smaller) recommended on the label of the yarn.

Size bat made with sport weight cotton yarn: 3 inch / 8 cm.
So much fun to make for halloween. This pattern is written in U.S. crochet terms
Mikey the Bat loves nothing more than dancing to funky music. Unfortunately, his bat buddies aren’t interested in dancing, so he secretly flies off to music festivals to get his groove on. He tried attending a disco once, but his presence frightened everyone. Luckily, he can still boogie at spooky festivals.
Table of contents
This is the full video on YouTube on how to crochet every step of this bat Amigurumi:
Check out my basic stitches tutorial if you are a beginner. The tutorial has a lot of videos included.
It will explain you everything you need to know on how to make a cute Amigurumi animals.
Chenille Super Bulky plush version 7 inch / 18 cm:
– Purple Chenille yarn
– Dark Purple Chenille yarn
– Pink Chenille yarn
– Black Chenille yarn
– Synthetic Poly filling
– Crochet hook size H/8 (5.0 mm)
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
Abbreviations (U.S Terms) used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
TIP: Before starting this free bat crochet pattern, beginners should remember that there is a full video tutorial on how to create this spooky halloween Amigurumi: https://youtu.be/0ovfbNMPJo4
Body:
Ear 2x:
Wing 2x:
Now your bat is done!
There are many more free amigurumi patterns on this website.";Mariskavos
Free Cat Crochet Amigurumi Pattern;https://www.mariskavos.nl/free-cat-crochet-amigurumi-pattern;"Materials:
These are the materials that I used for this kitty. You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini cat plushie Amigurumi you can just use a thicker or thinner yarn/crochet hook.

Cotton Sport Weight version 6 cm / 2 inch:
– White catania cotton color – 105
– Brown catania cotton color – 179
– Black catania cotton color – 110
– Synthetic Poly filling

Chenille Super Bulky version 12 cm / 5 inch:
– White Chenille yarn
– Brown Chenille yarn
– Black Chenille yarn
– Synthetic Poly filling
Check the materials page on my website if you need help in choosing the right materials.";"Crochet a very cute cat with this easy beginner free cat crochet Amigurumi pattern. This cat is such a cute and fast to make gift. It only takes about one hour to crochet. If you make it from sport weight yarn, the cat has a perfect keychain size.
But when you make it from bigger yarn, you will have a very huggable plushie. Is used Super Bulky Chenille yarn and a 5.0 mm hook to crochet the big cat, which is a very soft plush yarn.

I love crocheting small animals for my friends and family. This cute cat was one of my Christmas gifts that I made for my nieces. They love their cats!
I also have a full video on YouTube on how to crochet every step of Mindy the Cat Amigurumi:
If you are new to crochet, please check my basic stitches tutorial to learn how to crochet.
TIP Chenille/Velvet or other similar yarn: The body of the cat might look a bit to oval when crocheting it, don’t worry about it, it will be fine when you put stuffing in it.
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm 4/0 for the cotton or 5.0 mm H for Chenille yarn
Head:
Body:
Ear 2x:
Tail:
Now your cat is done!
I hope you enjoyed this Free Cat Crochet Amigurumi Pattern. If you want to make more plushies, please check the other free Amigurumi patterns on my website.";Mariskavos
Free Bunny Crochet Pattern;https://www.mariskavos.nl/free-bunny-crochet-pattern;"Materials:
These are the materials that I used for this bunny You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini bunny keychain, you can just use a thicker or thinner yarn/crochet hook.
Check the materials page on my website if you need help in choosing the right materials.";"Create a very cute Amigurumi with this free bunny crochet pattern! Whether you’re a beginner or an experienced crocheter, this easy-to-follow pattern is perfect for everyone. In just a few hours, using any yarn of your choice, you can bring this adorable bunny keychain Amigurumi to life.
Furthermore, for the smaller bunny keychain size Amigurumi, I used sport weight cotton yarn, while for the larger version (see photo below), I used for chenille Super Bulky plush yarn.
To help you along the way, the pattern includes a comprehensive video tutorial that guides you through each step of creating this cute bunny.

Basic Stitches Tutorial:
Additionally, for those who may be new to crocheting, don’t worry! First check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi plush animals.
Video:
Watch the full video on crocheting every step of this free bunny Amigurumi keychain crochet pattern:
Cotton Sport Weight version 5 cm / 2 inch:
– Blue Schachemayer catania: 409 or Grey Schachemayer catania: 172
– Black Schachemayer catania: 110
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
Chenille Super Bulky version 12 cm / 5 inch:
– Pink Chenille yarn or Grey Chenille yarn
– Black Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm
Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 1
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Super Bulky Chenille yarn I recommend a 5.0 mm crochet hook.
Abbreviations used in this pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
First Ear:
Second Ear:
Feet 2:
Tail:
I hope you enjoyed making this cute free bunny crochet pattern. Additionally, there are many more free Amigurumi patterns available on my blog!
Moreover, several of these stuffed animal patterns feature full videos, providing step-by-step guidance to help you create a plush toy.
If you’re specifically looking for more keychain crochet patterns, you’re in luck! Many of the patterns are small in size, making them ideal for creating charming keychains.";Mariskavos
Free Bear Amigurumi Pattern;https://www.mariskavos.nl/free-bear-amigurumi-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the bear using this free amigurumi pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Learn how to crochet a teddy bear Amigurumi using this free bear crochet pattern. It’s a simple and small beginner project that you can finish in about 1-2 hours. This pattern is perfect for using any leftover yarn you have. I enjoy making mini amigurumi as they make such cute and quick gifts.
I crafted the small bear using sport weight cotton yarn, making it the perfect keychain size. However, you can also crochet the bear using thicker yarn. Using plush chenille yarn, for instance, will create a larger and incredibly huggable mini bear Amigurumi.
Basic Stitches Tutorial:
To get started, check out my Basic Stitches Tutorial. If you’re a beginner, it’s essential to go through this comprehensive crochet tutorial. It includes a wide range of helpful videos that will guide you through each step. With this tutorial, you’ll learn everything you need to know about creating a cute Amigurumi.

Video:
I also have made a full video on YouTube on how to crochet every step of this bear Amigurumi:
Cotton Sport Weight version 6 cm / 2 inch:
– Brown catania cotton color – 157
– Beige catania cotton color – 404
– Black catania cotton color – 110
– Synthetic Poly Filling
– Crochet hook size 2.5 mm

Chenille Super Bulky version 12 cm / 5 inch:
– Brown Chenille yarn
– Beige Chenille yarn
– Black Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm

TIP: If you are using Blanket yarn, I recommend a 8.0 mm crochet hook
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
Abbreviations used in this pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Body:
Snout:
Ear 2x:
Legs 4x:
Tail:
Now your bear is done! I hope you enjoyed crocheting this cute free bear amigurumi pattern.
There are many more cute free Amigurumi patterns available on my blog!";Mariskavos
Free Seahorse Crochet Pattern;https://www.mariskavos.nl/free-seahorse-crochet-pattern;"Materials:
These are the materials that I used for this seahorse. You can replace them with other materials. If you wish to crochet a larger or smaller version of this little sea animal pattern you can just use a thicker or thinner yarn/crochet hook.
Check the materials page on my website if you need help in choosing the right materials for this free seahorse crochet pattern.";"Create your very own adorable seahorse Amigurumi with this free seahorse crochet pattern! This beginner friendly crochet project is quick and easy, perfect for using up leftover yarn. I love making mini sea animals because they come together in just a few hours, making them the perfect last-minute gift.
For the smaller seahorse amigurumi, I used sport weight cotton yarn, and for the larger one, I chose soft chenille Super Bulky plush yarn. You can use any yarn that your like to create this cute sea animal.
To make the process even easier, the pattern comes with a detailed video tutorial that walks you through each step of creating your adorable seahorse!
Video Tutorial:
Watch the full video on crocheting every step of this seahorse Amigurumi, or scroll further for the free pattern.
Basic Stitches Tutorial:
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi stuffed animals.
Cotton Sport Weight version 9 cm / 4 inch:
– Blue Yarn and Colors must have color 074 – 10 gram
– Yellow Yarn and Colors must have color 014 – 5 gram
– Safety eyes 8 mm
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
Chenille Super Bulky version 23 cm / 9 inch:
– Blue Chenille yarn
– Yellow Chenille yarn
– Safety eyes 18 mm
– Synthetic Poly Filling
– Crochet hook size 5.0 mm

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Bulky Velvet yarn I recommend a 3.5 mm crochet hook.
Abbreviations used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
TIP: Before starting this seahorse crochet pattern, beginners should remember that there is a full video tutorial on how to make this cute sea animal: https://youtu.be/oQAslJ4d1oA
Body:
Snout:
Mane 4x:
Dorsal fin:";Mariskavos
